ClaimIdentifier,Claim Type,Insured ID  Number,Patient_LastName,Patient_FirstName,Patient_MI,Patient_DOB,Patient_Sex,Insureds_LastName,Insureds_FirstName,Insureds_MI,Patient_Address1,Patient_Address2,Patient_City,Patient_State,Patient_Zip,Patient_Phone,Patient_RelationshipToInsured,Insureds_Address1,Insureds_Address2,Insureds_City,Insureds_State,Insureds_Zip,Insureds_Phone,Patient_Status_Marriage,Patient_Status_Employment,Patient_ConditionRelatedTo_Employment,Patient_ConditionRelatedTo_AutoAccident,Patient_ConditionRelatedTo_OtherAccident,Date_Of_Current,First_Date_Of_Illness,Provider_Referring_Name,Provider_Referring_NPI,DiagnosisCode1,DiagnosisCode2,DiagnosisCode3,DiagnosisCode4,CLM_1_From_Date,CLM_1_To_Date,CLM_1_PlaceOfService,CLM_1_CPT,CLM_1_CPT_Mod1,CLM_1_CPT_Mod2,CLM_1_CPT_Mod3,CLM_1_CPT_Mod4,CLM_1_CPT_DiagnosisPointer,CLM_1_CPT_Charges,CLM_1_CPT_DaysOrUnits,CLM_1_NPI,CLM_2_From_Date,CLM_2_To_Date,CLM_2_PlaceOfService,CLM_2_CPT,CLM_2_CPT_Mod1,CLM_2_CPT_Mod2,CLM_2_CPT_Mod3,CLM_2_CPT_Mod4,CLM_2_CPT_DiagnosisPointer,CLM_2_CPT_Charges,CLM_2_CPT_DaysOrUnits,CLM_2_NPI,CLM_3_From_Date,CLM_3_To_Date,CLM_3_PlaceOfService,CLM_3_CPT,CLM_3_CPT_Mod1,CLM_3_CPT_Mod2,CLM_3_CPT_Mod3,CLM_3_CPT_Mod4,CLM_3_CPT_DiagnosisPointer,CLM_3_CPT_Charges,CLM_3_CPT_DaysOrUnits,CLM_3_NPI,CLM_4_From_Date,CLM_4_To_Date,CLM_4_PlaceOfService,CLM_4_CPT,CLM_4_CPT_Mod1,CLM_4_CPT_Mod2,CLM_4_CPT_Mod3,CLM_4_CPT_Mod4,CLM_4_CPT_DiagnosisPointer,CLM_4_CPT_Charges,CLM_4_CPT_DaysOrUnits,CLM_4_NPI,CLM_5_From_Date,CLM_5_To_Date,CLM_5_PlaceOfService,CLM_5_CPT,CLM_5_CPT_Mod1,CLM_5_CPT_Mod2,CLM_5_CPT_Mod3,CLM_5_CPT_Mod4,CLM_5_CPT_DiagnosisPointer,CLM_5_CPT_Charges,CLM_5_CPT_DaysOrUnits,CLM_5_NPI,CLM_6_From_Date,CLM_6_To_Date,CLM_6_PlaceOfService,CLM_6_CPT,CLM_6_CPT_Mod1,CLM_6_CPT_Mod2,CLM_6_CPT_Mod3,CLM_6_CPT_Mod4,CLM_6_CPT_DiagnosisPointer,CLM_6_CPT_Charges,CLM_6_CPT_DaysOrUnits,CLM_6_NPI,FedTaxID,PatientAccountNumber,TotalCharge,AmountPaid,BalanceDue,ServiceFacility,BillingProviderInfo,DataGenesis,DataType
840,MEDICAID,CHpT8323tT81,Cordaroy,Grannie, ,4/1/1959,M,Cordaroy,Grannie, ,3 Garrison Parkway,UNIT 481,Washington,D.C.,20269,202-241-3582,SELF,3 Garrison Parkway,UNIT 481,Washington,D.C.,20269,202-241-3582,MARRIED,FULL-TIME STUDENT,NO,YES,NO,2/23/2019,,,,I10,,,,2/23/2019,2/23/2019,31,99211,2I,,,,1,507.89,1,1153393968,2/23/2019,2/23/2019,12,99204,E7,,,,1,1030.06,1,1581560652,2/23/2019,2/23/2019,21,90471,Z0,,,,1,1932.37,1,2637980735,2/23/2019,2/23/2019,12,99223,V1,,,,1,1565.38,1,1214955140,2/23/2019,2/23/2019,2,99309,O0,,,,1,1063.17,1,2637980735,2/23/2019,2/23/2019,11,99232,S8,,,,1,700.37,1,1513476213,56-0944886,373-59-9402,6799.24,0,6799.24,"46 Union Lane, Washington D.C., 20059","46 Union Lane, Washington D.C., 20059",Noisy,Claim
841,MEDICAID,178872di61Z4,Balshen,Binky, ,9/26/1955,M,Balshen,Binky, ,1214 Vernon Junction,,Washington,D.C.,20524,202-047-4558,SELF,1214 Vernon Junction,,Washington,D.C.,20524,202-047-4558,OTHER,PART-TIME STUDENT,NO,NO,NO,10/17/2018,,,,R29.6,,,,10/17/2018,10/17/2018,2,69210,77,,,,1,1766.39,1,2303217404,10/17/2018,10/17/2018,21,99310,3M,,,,1,1830.12,1,2810623947,10/17/2018,10/17/2018,21,96127,96,,,,1,1261.95,1,2292387037,10/17/2018,10/17/2018,12,99203,WB,,,,1,397.93,1,2292387037,10/17/2018,10/17/2018,11,99348,7T,,,,1,1944.13,1,2810623947,10/17/2018,10/17/2018,31,96127,6Y,,,,1,1822.76,1,1153393968,08-1699009,417-67-2825,9023.28,0,9023.28,"71764 Sommers Trail, Washington D.C., 20058","71764 Sommers Trail, Washington D.C., 20058",Noisy,Claim
842,MEDICAID,EwC4S966Cz9d,Yate,Harper, ,3/30/1994,M,Yate,Harper, ,97 Larry Place,APT 186,Washington,D.C.,20559,202-329-1935,SELF,97 Larry Place,APT 186,Washington,D.C.,20559,202-329-1935,OTHER,FULL-TIME STUDENT,NO,NO,NO,1/10/2019,,,,R07.9 ,,C73,,1/10/2019,1/10/2019,2,99233,SN,AT,S3,28,1,718.36,1,2637980735,1/10/2019,1/10/2019,12,99306,RA,6Q,0Z,RL,1,1628.61,1,2951611356,1/10/2019,1/10/2019,21,99350,VO,I9,DC,3W,1,1391,1,2747742614,1/10/2019,1/10/2019,31,99221,1O,Q2,DC,3W,1,379.94,1,2747742614,1/10/2019,1/10/2019,11,99349,NJ,37,62,TT,1,956.82,1,1153393968,1/10/2019,1/10/2019,11,69210,79,NY,B6,DF,1,677.21,1,2292387037,64-9041635,506-45-7968,5751.94,0,5751.94,"311 Eagle Crest Pass, Washington D.C., 20053","311 Eagle Crest Pass, Washington D.C., 20053",Noisy,Claim
843,MEDICAID,6U1i98e40h4X,Boynes,Archie, ,12/14/1996,M,Boynes,Archie, ,0 Clemons Lane,UNIT 747,Washington,D.C.,20278,202-675-3005,SELF,0 Clemons Lane,UNIT 747,Washington,D.C.,20278,202-675-3005,MARRIED,FULL-TIME STUDENT,NO,NO,YES,3/29/2019,,,,F33.1,,,J00,3/29/2019,3/29/2019,31,93000,TM,Q6,5S,,1,1889.56,1,1794634850,3/29/2019,3/29/2019,21,81002,RH,8S,69,,1,551.74,1,2107071811,3/29/2019,3/29/2019,2,99204,9H,7S,15,,1,1181.87,1,2374300175,3/29/2019,3/29/2019,12,99233,FP,S3,15,,1,1255.74,1,1173953828,3/29/2019,3/29/2019,31,99395,Q1,R7,8D,,1,1704.54,1,1900020073,3/29/2019,3/29/2019,31,99350,RB,7R,9K,,1,522.79,1,1456122224,35-1897055,596-07-0907,7106.24,0,7106.24,"5 Gina Plaza, Washington D.C., 20060","5 Gina Plaza, Washington D.C., 20060",Noisy,Claim
844,MEDICAID,EMCL3985f6Ab,Scraggs,Gaby, ,10/15/1982,F,Scraggs,Gaby, ,8 Village Terrace,,Washington,D.C.,20385,202-306-1050,SELF,8 Village Terrace,,Washington,D.C.,20385,202-306-1050,SINGLE,EMPLOYED,NO,NO,NO,8/28/2018,11/3/2015,Orthopaedic Healthcare Practice,2303217404,R53.83,E78.00,,,8/28/2018,8/28/2018,2,93000,,,,,1,860.24,1,1879008081,8/28/2018,8/28/2018,11,99223,,,,,1,442.7,1,1794634850,8/28/2018,8/28/2018,12,99205,,,,,1,1114.27,1,1018493702,8/28/2018,8/28/2018,2,99205,,,,,1,484.31,1,1173434577,8/28/2018,8/28/2018,21,99223,,,,,1,1553.87,1,2525942599,8/28/2018,8/28/2018,21,99211,,,,,1,633.46,1,2810623947,66-9554015,313-02-7265,5088.85,0,5088.85,"5068 Pawling Road, Washington D.C., 20057","5068 Pawling Road, Washington D.C., 20057",Noisy,Claim
845,MEDICAID,44ZC7L3n5io1,Stollery,Vikki, ,9/11/1960,F,Stollery,Vikki, ,9 Village Green Circle,,Washington,D.C.,20429,202-299-8863,SELF,9 Village Green Circle,,Washington,D.C.,20429,202-299-8863,OTHER,FULL-TIME STUDENT,NO,NO,NO,4/26/2020,,,,R11.2,,G47.00,,4/26/2020,4/26/2020,2,99395,,,,,1,1082.85,1,2777193110,4/26/2020,4/26/2020,21,99395,,,,,1,1202.79,1,2536050724,4/26/2020,4/26/2020,2,99310,,,,,1,1012.67,1,1879008081,4/26/2020,4/26/2020,11,99349,,,,,1,774.68,1,1327732647,4/26/2020,4/26/2020,2,90688,,,,,1,874.57,1,2951611356,4/26/2020,4/26/2020,2,99223,,,,,1,779.16,1,1456122224,54-9517929,121-09-6965,5726.72,0,5726.72,"77 Knutson Place, Washington D.C., 20050","77 Knutson Place, Washington D.C., 20050",Noisy,Claim
846,MEDICAID,5U7Xh9amO19e,Yate,Harper, ,3/30/1994,M,Yate,Harper, ,97 Larry Place,APT 186,Washington,D.C.,20559,202-524-1757,SELF,97 Larry Place,APT 186,Washington,D.C.,20559,202-524-1757,SINGLE,FULL-TIME STUDENT,NO,NO,NO,10/2/2019,,,,C34.90,,,,10/2/2019,10/2/2019,12,99231,,,,,1,1109.89,1,2525942599,10/2/2019,10/2/2019,11,99348,,,,,1,1804.49,1,2536050724,10/2/2019,10/2/2019,31,99214,,,,,1,1182.63,1,1018493702,10/2/2019,10/2/2019,31,99204,,,,,1,1530.37,1,2525942599,10/2/2019,10/2/2019,31,99203,,,,,1,1698.7,1,1173953828,10/2/2019,10/2/2019,2,99232,,,,,1,863.12,1,1817398960,46-5124465,506-45-7968,8189.2,0,8189.2,"523 Victoria Point, Washington D.C., 20053","523 Victoria Point, Washington D.C., 20053",Noisy,Claim
847,MEDICAID,b31Eou74Ayfg,Hargate,Jilleen, ,11/28/1944,F,Hargate,Jilleen, ,85844 Reindahl Pass,SUITE 913,Washington,D.C.,20166,202-206-3975,SELF,85844 Reindahl Pass,SUITE 913,Washington,D.C.,20166,202-206-3975,MARRIED,EMPLOYED,NO,NO,NO,3/11/2019,,,,U07.2,,E78.00,,3/11/2019,3/11/2019,2,99213,,,,,1,1450.54,1,2141027533,3/11/2019,3/11/2019,31,90688,,,,,1,1489.4,1,1153393968,3/11/2019,3/11/2019,2,99203,,,,,1,705.25,1,1456122224,3/11/2019,3/11/2019,11,81002,,,,,1,1731.61,1,2265005859,3/11/2019,3/11/2019,31,69210,,,,,1,1181.76,1,1153393968,3/11/2019,3/11/2019,21,99223,,,,,1,667.38,1,1581560652,08-4941134,791-09-2857,7225.94,0,7225.94,"473 Shelley Hill, Washington D.C., 20053","473 Shelley Hill, Washington D.C., 20053",Noisy,Claim
848,MEDICAID,2PhKfONuU048,Mainstone,Rorke, ,9/7/1942,M,Mainstone,Rorke, ,104 Shasta Avenue,,Washington,D.C.,20086,202-358-9551,SELF,104 Shasta Avenue,,Washington,D.C.,20086,202-358-9551,MARRIED,PART-TIME STUDENT,NO,NO,NO,4/28/2019,12/15/2015,DC Health Practice,2525942599,R06.02,C34.90,,,4/28/2019,4/28/2019,31,99348,,,,,1,1460.89,1,1513476213,4/28/2019,4/28/2019,12,90688,,,,,1,877.4,1,1173434577,4/28/2019,4/28/2019,31,99348,,,,,1,731.46,1,1794634850,4/28/2019,4/28/2019,11,69210,,,,,1,705.07,1,2747742614,4/28/2019,4/28/2019,21,99203,,,,,1,454.99,1,2867882669,4/28/2019,4/28/2019,11,99310,,,,,1,1814.8,1,2374300175,89-9911627,364-68-0685,6044.61,0,6044.61,"8786 Utah Center, Washington D.C., 20054","8786 Utah Center, Washington D.C., 20054",Noisy,Claim
849,MEDICAID,98GLkp559226,Martinie,Kelly, ,2/11/1951,F,Martinie,Kelly, ,72243 Mcbride Parkway,APT 236,Washington,D.C.,20466,202-385-5947,SELF,72243 Mcbride Parkway,APT 236,Washington,D.C.,20466,202-385-5947,MARRIED,EMPLOYED,NO,NO,NO,7/1/2018,,,,R06.02,,,,7/1/2018,7/1/2018,31,99215,,,,,1,826.56,1,1085601728,7/1/2018,7/1/2018,21,90688,,,,,1,380.31,1,2536050724,7/1/2018,7/1/2018,12,69210,,,,,1,1695.21,1,1879008081,7/1/2018,7/1/2018,31,99350,,,,,1,1881.6,1,2536050724,7/1/2018,7/1/2018,12,99309,,,,,1,801.68,1,2536050724,7/1/2018,7/1/2018,31,90471,,,,,1,1000.34,1,2303217404,47-8022914,228-52-0222,6585.7,0,6585.7,"47 Jay Place, Washington D.C., 20060","47 Jay Place, Washington D.C., 20060",Noisy,Claim
850,MEDICAID,0JePshjz8lF4,Logsdale,Evelin, ,5/31/2014,M,Logsdale,Evelin, ,04265 Summer Ridge Avenue,SUITE 483,Washington,D.C.,20298,202-875-6951,SELF,04265 Summer Ridge Avenue,SUITE 483,Washington,D.C.,20298,202-875-6951,MARRIED,PART-TIME STUDENT,YES,NO,NO,4/7/2019,9/1/2016,Dr. Torey Pouton,2402879641,R11.2,G47.00,,,4/7/2019,4/7/2019,31,99215,,,,,1,306.59,1,2637980735,4/7/2019,4/7/2019,21,99231,,,,,1,594.31,1,2107071811,4/7/2019,4/7/2019,31,90688,,,,,1,1318.21,1,2047646400,4/7/2019,4/7/2019,21,96127,,,,,1,311.09,1,1327732647,4/7/2019,4/7/2019,2,99231,,,,,1,666.81,1,2141027533,4/7/2019,4/7/2019,2,99233,,,,,1,1618.67,1,2141027533,83-4172756,328-89-9754,4815.68,0,4815.68,"64 Vermont Terrace, Washington D.C., 20059","64 Vermont Terrace, Washington D.C., 20059",Noisy,Claim
851,MEDICAID,M6e6e5545Cdt,Boynes,Archie, ,12/14/1996,M,Boynes,Archie, ,0 Clemons Lane,UNIT 747,Washington,D.C.,20278,202-004-6611,SELF,0 Clemons Lane,UNIT 747,Washington,D.C.,20278,202-004-6611,SINGLE,PART-TIME STUDENT,NO,NO,NO,3/16/2020,,,,R06.02,,,,3/16/2020,3/16/2020,12,99214,,,,,1,1131.4,1,1817398960,3/16/2020,3/16/2020,31,93000,,,,,1,1270.22,1,2141027533,3/16/2020,3/16/2020,2,99310,,,,,1,1889.02,1,1018493702,3/16/2020,3/16/2020,11,99212,,,,,1,447.07,1,1528997797,3/16/2020,3/16/2020,12,99221,,,,,1,597.75,1,1251486319,3/16/2020,3/16/2020,21,69210,,,,,1,350.06,1,1794634850,58-0627511,596-07-0907,5685.52,0,5685.52,"48708 Lighthouse Bay Parkway, Washington D.C., 20055","48708 Lighthouse Bay Parkway, Washington D.C., 20055",Noisy,Claim
852,MEDICAID,4QL74u54x9R2,Pollett,Kerianne, ,4/20/1982,F,Pollett,Kerianne, ,36 Rigney Drive,SUITE 30,Washington,D.C.,20586,202-574-6075,SELF,36 Rigney Drive,SUITE 30,Washington,D.C.,20586,202-574-6075,SINGLE,FULL-TIME STUDENT,NO,NO,NO,6/9/2018,,,,N39.0,,,,6/9/2018,6/9/2018,2,99205,,,,,1,562.51,1,1581560652,6/9/2018,6/9/2018,11,69210,,,,,1,360.69,1,2107071811,6/9/2018,6/9/2018,2,96127,,,,,1,1931.08,1,2141027533,6/9/2018,6/9/2018,12,99204,,,,,1,546.02,1,1513476213,6/9/2018,6/9/2018,2,99214,,,,,1,304.91,1,1018493702,6/9/2018,6/9/2018,11,99221,,,,,1,567.49,1,2525942599,42-7546794,383-60-3713,4272.7,0,4272.7,"0152 Clyde Gallagher Court, Washington D.C., 20060","0152 Clyde Gallagher Court, Washington D.C., 20060",Noisy,Claim
853,MEDICAID,MqwF800qg8n1,Jodlowski,Gilberto, ,1/23/1964,M,Jodlowski,Gilberto, ,34 Linden Street,,Washington,D.C.,20304,202-124-2093,SELF,34 Linden Street,,Washington,D.C.,20304,202-124-2093,MARRIED,PART-TIME STUDENT,NO,YES,NO,4/20/2019,,,,C73,,,,4/20/2019,4/20/2019,2,99348,,,,,1,1172.23,1,1018493702,4/20/2019,4/20/2019,11,99309,,,,,1,1914.98,1,2265005859,4/20/2019,4/20/2019,31,99395,,,,,1,1094.19,1,2374300175,4/20/2019,4/20/2019,2,99310,,,,,1,1442.49,1,1153393968,4/20/2019,4/20/2019,31,99215,,,,,1,1749.63,1,2637980735,4/20/2019,4/20/2019,2,99309,,,,,1,1289.26,1,1794634850,65-7421619,813-53-4540,8662.78,0,8662.78,"16 Portage Avenue, Washington D.C., 20054","16 Portage Avenue, Washington D.C., 20054",Noisy,Claim
854,MEDICAID,WF0d026RxWp6,Lethem,Rosetta, ,7/7/2009,F,Lethem,Rosetta, ,4696 Mcguire Junction,APT 769,Washington,D.C.,20282,202-207-1907,SELF,4696 Mcguire Junction,APT 769,Washington,D.C.,20282,202-207-1907,OTHER,EMPLOYED,NO,NO,NO,8/12/2019,,,,R07.9 ,,,,8/12/2019,8/12/2019,2,81002,IA,YF,DA,,1,1132.27,1,1900020073,8/12/2019,8/12/2019,21,69210,M4,1I,7O,,1,839.77,1,1456122224,8/12/2019,8/12/2019,21,99349,B2,7B,47,,1,918.01,1,1456122224,8/12/2019,8/12/2019,12,99212,PX,2X,47,,1,1817.8,1,2374300175,8/12/2019,8/12/2019,11,69210,1A,CA,D0,,1,593.88,1,2047646400,8/12/2019,8/12/2019,21,99223,60,O9,PJ,,1,1516.65,1,1173434577,38-2291810,864-57-6202,6818.38,0,6818.38,"99 Hanson Circle, Washington D.C., 20060","99 Hanson Circle, Washington D.C., 20060",Noisy,Claim
855,MEDICAID,8vQQCCk0I5Qz,Alejo,Goddard, ,12/20/1995,M,Alejo,Goddard, ,63611 Nelson Circle,,Washington,D.C.,20126,202-573-0297,SELF,63611 Nelson Circle,,Washington,D.C.,20126,202-573-0297,MARRIED,PART-TIME STUDENT,NO,NO,NO,11/1/2019,,,,M54.5,,,,11/1/2019,11/1/2019,21,93000,,,,,1,744.9,1,2867882669,11/1/2019,11/1/2019,11,99309,,,,,1,1319.13,1,1018493702,11/1/2019,11/1/2019,12,99309,,,,,1,526.88,1,2525942599,11/1/2019,11/1/2019,21,96127,,,,,1,466.7,1,2265005859,11/1/2019,11/1/2019,21,99203,,,,,1,695.59,1,1456122224,11/1/2019,11/1/2019,31,90688,,,,,1,1166.53,1,2107071811,97-7350427,405-90-3549,4919.73,0,4919.73,"1 Bartillon Center, Washington D.C., 20059","1 Bartillon Center, Washington D.C., 20059",Noisy,Claim
856,MEDICAID,0Wy90T979U8J,Teenan,Adam, ,11/12/2002,M,Teenan,Adam, ,53 Mendota Street,SUITE 428,Washington,D.C.,20126,202-157-7815,SELF,53 Mendota Street,SUITE 428,Washington,D.C.,20126,202-157-7815,OTHER,EMPLOYED,NO,NO,NO,3/11/2020,,,,R53.83,,,M54.5,3/11/2020,3/11/2020,31,99204,,,,,1,1464.57,1,1794634850,3/11/2020,3/11/2020,21,96127,,,,,1,1839.7,1,1173434577,3/11/2020,3/11/2020,2,99221,,,,,1,599.73,1,1214955140,3/11/2020,3/11/2020,31,96127,,,,,1,662.09,1,1456122224,3/11/2020,3/11/2020,21,99310,,,,,1,1179.5,1,2525942599,3/11/2020,3/11/2020,2,99395,,,,,1,458.45,1,2303217404,24-8772838,419-30-1138,6204.04,0,6204.04,"2930 Fallview Avenue, Washington D.C., 20052","2930 Fallview Avenue, Washington D.C., 20052",Noisy,Claim
857,MEDICAID,bwBZ75PfjJJb,Overpool,Michele, ,12/2/2010,M,Overpool,Michele, ,2 Meadow Vale Point,SUITE 599,Washington,D.C.,20579,202-608-3939,SELF,2 Meadow Vale Point,SUITE 599,Washington,D.C.,20579,202-608-3939,OTHER,FULL-TIME STUDENT,NO,NO,NO,6/25/2020,,,,F33.1,,F33.1,,6/25/2020,6/25/2020,31,99212,DA,0R,A2,20,1,622.5,1,2867882669,6/25/2020,6/25/2020,21,99233,34,SN,GY,75,1,1525.69,1,1879008081,6/25/2020,6/25/2020,21,69210,AL,RC,17,33,1,1986.38,1,1173953828,6/25/2020,6/25/2020,21,99395,CF,UK,17,33,1,802.11,1,1581560652,6/25/2020,6/25/2020,12,99231,PL,65,A9,4G,1,1473.1,1,2867882669,6/25/2020,6/25/2020,12,69210,H7,E6,1,38,1,576.33,1,2141027533,70-1969946,242-37-3751,6986.11,0,6986.11,"4 Oriole Hill, Washington D.C., 20051","4 Oriole Hill, Washington D.C., 20051",Noisy,Claim
858,MEDICAID,TpaIh79D48Vm,Brett,Geoffry, ,8/24/1985,M,Brett,Geoffry, ,4090 Lakewood Center,UNIT 653,Washington,D.C.,20484,202-642-8957,SELF,4090 Lakewood Center,UNIT 653,Washington,D.C.,20484,202-642-8957,MARRIED,EMPLOYED,NO,YES,NO,12/3/2018,,,,M54.5,,I10,R05,12/3/2018,12/3/2018,11,99204,TV,RV,LZ,DN,1,752.42,1,2637980735,12/3/2018,12/3/2018,12,99223,2P,27,U8,EN,1,1329.89,1,2747742614,12/3/2018,12/3/2018,2,99221,1J,PY,SG,6L,1,814.28,1,2402879641,12/3/2018,12/3/2018,11,99310,97,VV,SG,6L,1,1206.57,1,1173434577,12/3/2018,12/3/2018,21,99350,WO,6M,E1,VU,1,744.8,1,2747742614,12/3/2018,12/3/2018,12,99310,14,1M,5L,0K,1,1670.52,1,2047646400,08-3878393,413-70-5301,6518.48,0,6518.48,"28131 Scofield Way, Washington D.C., 20059","28131 Scofield Way, Washington D.C., 20059",Noisy,Claim
859,MEDICAID,S1LF0431nnUa,Stollery,Vikki, ,9/11/1960,F,Stollery,Vikki, ,9 Village Green Circle,,Washington,D.C.,20429,202-911-2993,SELF,9 Village Green Circle,,Washington,D.C.,20429,202-911-2993,MARRIED,PART-TIME STUDENT,NO,NO,NO,12/23/2019,,,,J00,,,,12/23/2019,12/23/2019,11,99310,NM,,,,1,1038.7,1,2777193110,12/23/2019,12/23/2019,31,90471,VG,,,,1,1058.45,1,2265005859,12/23/2019,12/23/2019,11,99231,4F,,,,1,1626.34,1,1251486319,12/23/2019,12/23/2019,12,99310,K6,,,,1,1853.89,1,1528997797,12/23/2019,12/23/2019,11,99395,9W,,,,1,1815.41,1,2141027533,12/23/2019,12/23/2019,11,99212,59,,,,1,591.99,1,1018493702,42-2058531,121-09-6965,7984.78,0,7984.78,"230 Fair Oaks Drive, Washington D.C., 20059","230 Fair Oaks Drive, Washington D.C., 20059",Noisy,Claim
860,MEDICAID,73RhUwd1p8Vr,Kunzler,Tod, ,6/16/1981,M,Kunzler,Tod, ,02030 Michigan Plaza,,Washington,D.C.,20309,202-772-6510,SELF,02030 Michigan Plaza,,Washington,D.C.,20309,202-772-6510,OTHER,EMPLOYED,NO,NO,NO,11/16/2019,,,,K21.0,,K21.0,,11/16/2019,11/16/2019,2,99232,,,,,1,1778.67,1,2867882669,11/16/2019,11/16/2019,2,99310,,,,,1,841.18,1,2047646400,11/16/2019,11/16/2019,31,99395,,,,,1,1998.72,1,1214955140,11/16/2019,11/16/2019,11,90471,,,,,1,1629.64,1,2265005859,11/16/2019,11/16/2019,11,81002,,,,,1,696.04,1,1456122224,11/16/2019,11/16/2019,21,99211,,,,,1,1936.33,1,2107071811,06-7303442,475-84-0890,8880.58,0,8880.58,"94 Gateway Crossing, Washington D.C., 20053","94 Gateway Crossing, Washington D.C., 20053",Noisy,Claim
861,MEDICAID,64920Dt6ePQ7,Yate,Harper, ,3/30/1994,M,Yate,Harper, ,97 Larry Place,APT 186,Washington,D.C.,20559,202-759-3195,SELF,97 Larry Place,APT 186,Washington,D.C.,20559,202-759-3195,SINGLE,EMPLOYED,NO,NO,NO,7/19/2019,,,,G47.00,,,,7/19/2019,7/19/2019,12,99232,64,93,43,,1,489.97,1,1173434577,7/19/2019,7/19/2019,11,99306,69,9X,K9,,1,1347.92,1,1085601728,7/19/2019,7/19/2019,12,99212,81,BM,11,,1,592.02,1,1327732647,7/19/2019,7/19/2019,2,99221,2,3H,11,,1,908.34,1,2867882669,7/19/2019,7/19/2019,12,99212,63,VC,86,,1,1636.27,1,2374300175,7/19/2019,7/19/2019,11,99213,I1,2G,X7,,1,1345.48,1,2867882669,87-7108211,506-45-7968,6320,0,6320,"6447 Erie Alley, Washington D.C., 20058","6447 Erie Alley, Washington D.C., 20058",Noisy,Claim
862,MEDICAID,2sb3427gfHA3,Ratcliff,Ody, ,12/23/2001,M,Ratcliff,Ody, ,29925 Gateway Hill,SUITE 637,Washington,D.C.,20171,202-653-3920,SELF,29925 Gateway Hill,SUITE 637,Washington,D.C.,20171,202-653-3920,OTHER,EMPLOYED,NO,NO,NO,6/7/2019,,,,R29.6,,R11.2,,6/7/2019,6/7/2019,31,99222,O8,88,QB,7,1,700.33,1,1251486319,6/7/2019,6/7/2019,2,99204,RS,PF,0R,68,1,617.45,1,2292387037,6/7/2019,6/7/2019,2,99233,M4,5N,95,WN,1,1971.17,1,1085601728,6/7/2019,6/7/2019,31,99205,AU,5E,95,WN,1,1162.89,1,1251486319,6/7/2019,6/7/2019,11,81002,S4,2S,1U,1M,1,516.19,1,2303217404,6/7/2019,6/7/2019,21,69210,3T,B8,P7,0R,1,1373.59,1,2951611356,90-5874143,277-73-6627,6341.62,0,6341.62,"75 Thackeray Terrace, Washington D.C., 20058","75 Thackeray Terrace, Washington D.C., 20058",Noisy,Claim
863,MEDICAID,G7f702iCo771,Mitchelson,Elga, ,2/28/1969,F,Mitchelson,Elga, ,687 Warner Parkway,APT 791,Washington,D.C.,20024,202-191-7096,SELF,687 Warner Parkway,APT 791,Washington,D.C.,20024,202-191-7096,OTHER,PART-TIME STUDENT,NO,NO,NO,10/13/2018,8/18/2015,Dr. Diahann Stoop,1214955140,J30.2,M54.5,I10,,10/13/2018,10/13/2018,11,99221,43,8,88,2S,1,656.77,1,2867882669,10/13/2018,10/13/2018,31,99310,5,29,SY,CB,1,631.89,1,2525942599,10/13/2018,10/13/2018,2,99205,OT,D7,X9,RM,1,534.62,1,2777193110,10/13/2018,10/13/2018,21,99233,I3,7B,X9,RM,1,1927.49,1,1879008081,10/13/2018,10/13/2018,2,99395,9F,T5,14,9U,1,1142.94,1,2637980735,10/13/2018,10/13/2018,31,99214,R5,41,R5,JD,1,795.55,1,2951611356,18-6921876,155-84-9148,5689.26,0,5689.26,"74215 Kim Drive, Washington D.C., 20059","74215 Kim Drive, Washington D.C., 20059",Noisy,Claim
864,MEDICAID,LUhjo17j00h4,Gibbons,Tabitha, ,12/19/2007,F,Gibbons,Tabitha, ,79 Warrior Lane,APT 22,Washington,D.C.,20454,202-794-0397,SELF,79 Warrior Lane,APT 22,Washington,D.C.,20454,202-794-0397,OTHER,FULL-TIME STUDENT,NO,NO,NO,4/20/2019,,,,U07.2,,,,4/20/2019,4/20/2019,11,99395,,,,,1,514.61,1,2303217404,4/20/2019,4/20/2019,2,99215,,,,,1,929.7,1,2107071811,4/20/2019,4/20/2019,2,99233,,,,,1,1979.4,1,2402879641,4/20/2019,4/20/2019,11,99203,,,,,1,1159.1,1,1153393968,4/20/2019,4/20/2019,21,99212,,,,,1,1015.57,1,2536050724,4/20/2019,4/20/2019,11,90471,,,,,1,1370.87,1,2867882669,18-6102330,433-42-1115,6969.25,0,6969.25,"8 Coolidge Street, Washington D.C., 20060","8 Coolidge Street, Washington D.C., 20060",Noisy,Claim
